address,company_logo,company_name,company_url,email_address,key_clients,lawyers,phone_number,practice_heads,website
"Orrick Rambaud Martel    31 AVENUE PIERRE, 1ER DE SERBIE        CEDEX 16, 75782 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/office_logo/17165.jpg?v=1580317959, Orrick Rambaud Martel ,,sferreira@orrick.com,BNP Paribas;Crédit Agricole Corporate and Investment Bank (CACIB);La Banque Postale;BPCE;Morgan Stanley;SANEF;Natixis;Crédit Agricole Consumer Finance;Air Liquide;Arcole Industries;BDO Italia;Biom’up;Bpifrance;Bureau Veritas;CACIB;Carmignac Gestion;Consortium de Réalisation;Coriolis;Crédit Agricole;Crawford;Cromology;Deloitte;DNCA;Elliott Capital Advisors;Iliad;Mercialys;Officiis Properties;Zodiac;Bastide Le Confort Medical;AXA Assistance;GIE AXA;AXA IM;Astanor Ventures;Banque Palatine;Candriam;Club Med;Crédit Agricole;Eurodisney;Dataiku;Facebook;Getaround;GoPro;Heineken;La Banque Postale;Lilly;Michelin;Mondelez;Pernod;Solocal;Snapchat;The French Gouvernment;Terega;Bouygues;Société Générale;Caisse des Dépôts et Consignations;ENEO;ERG;CDC Group Plc;Off Grid Electric;Eranove;La Banque des Territoires (Caisse des Dépôts Group);The Government of Mali;Engie;Voltalia;Ministère de l’économie des finances (French Ministry of economic and financial affairs);Groupe Bertrand;Frans Bonhomme;Arkéa Banque Entreprises et Institutionnels;BNP Paribas;Société Générale;la Banque Postale;Crédit Agricole Corporate and Investment Bank;Oaktree;AXA REIM France;Caisse des Dépôts;DSO;EDF;Europcar;Goldman Sachs;Naturex;Randstad;Royal Mail Group Ltd;SFR;Montefiore Investment;Nexeya;Deloitte France;Aledia;AnotherBrain;Arkea;Biom’Up;Bpifrance;Codexo;Highlife;Impala;Paycar;Volta Medical;The French State;Tunnel Euralpin Lyon-Turin;Colas Projects;Allianz;Caisse des dépôts;Axa;Crédit Agricole;Société Générale;China State Construction Engineering Corporation;Egis Road Operation;VINCI Airports;ENEO;Republic of Serbia;Africa50;Eranove;CDC Group Plc;Off Grid Electric;Advanced Accelerator Applications;Advent International;Assystem;Axa-REIM France;BCBG Max Azria;Biom’Up;BPCE Group;Danone;DIF;DRT;Dufour Yachts;Ferroglobe;Hachette Livre;Hivy;Kosc;Naturex;Nexeya;Renault;RTE;Syndicat National de l’Edition;Vivendi;Wildenstein;Nexans;Total;Barrick;Enel;Tamagot Bumi and Bumi Mauritania;Safran;Voigt & Collegen;Assystem;Auchan;AXA IM;EOS Holding;EPF & FFP;Euro Disney;Groupe Bertrand;Jaguar Network;Mercialys;Naturex;Nexeya;SIB (Société d’Investissement Bastide);Zodiac;3i;Advent International;Capzanine;AXA Reim;CNP Assurances;DIF;EOS Holding;Impax Asset Management;LBO France;Malakoff Médéric;Schröders;Société Générale Insurance;TVM Capital Life Science;Natixis;CACIB;BNP Paribas;Davidson Kempner;Société Générale;Triton;Oaktree Capital Management;Värde Partners;Centerbridge;Transdev;French Ministry for Ecological and Inclusive Transition;Tunnel Euralpin Lyon Turin (TELT);French Ministry of Economy and Finance;Société du Grand Paris;Vinci Construction France;Allianz Global Investors;CACIB;Arkéa Banque Entreprises et Institutionnels;BNP Paribas;Caisse d’Épargne et de Prévoyance de Midi-Pyrénées;Crédit Foncier de France;La Banque Postale;Société Générale;Altitude Infrastructure;Bouygues Bâtiment Nord-Est;Aéroport du Grand Ouest;Eiffage;Caisse des Dépôts et Consignations (CDC);AXA REIM France;Bolloré Transport & Logistics;SANEF,, 33 1 53 53 75 00,Hervé Touraine;Frédéric Lalance;Jean-Pierre Martel;Alexis Marraud des Grottes;Emmanuel Bénard;Yves Lepage;Hervé Touraine;Patrick Hubert;Benjamin Cichostepski;Olivier Edwards;Yves Lepage;Anne-Sophie Kerfant;Michael Bühler;Charles Kaplan;Patrick Tardivy;Patrick Tardivy;Emmanuel Ringeval;Carine Mou Si Yan;Noël Chahid-Nouraï;Geoffroy Berthon,http://www.orrick.com
"NomoS    63, AVENUE DES CHAMP-ELYSÉES        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/21699.jpg?v=1580315493, NomoS ,,nomos@nomosparis.com,LAGARDERE ACTIVE;EUROPE 1;VIRGIN RADIO;EURONEWS;LAGARDERE STUDIOS;PJP PRODUCTIONS;RHAMSA/ FRANKLIN PRODUCTIONS,Mr Sylvain Naillat ;Mr Romain Pietri , + 33 1 43 18 55 00,Eric Lauvaux;Hélène Delabarre;Eric Lauvaux ;Virginie Delestre;Anne Ciret,https://www.nomosparis.com
NMW Law    5 RUE DE CHAILLOT        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/12730.jpg?v=1593433338, NMW Law ,,contact@nmw.law,AXA France;AXA CORPORATE SOLUTIONS;AGCS;ZURICH;QBE INSURANCE;AON;Proxiserve;Urssa scoop;Satelec,, +33 1 83 62 54 54,Sarah Lugan;Laurent De Gabrielli,https://www.nmw.law
"Morgan, Lewis &amp; Bockius LLP    68 RUE DU FAUBOURG SAINT-HONORÉ        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50696.jpg?v=1580315525," Morgan, Lewis & Bockius LLP ",,info@morganlewis.com,Barclays Bank;Consolidated Precision Products;Crédit Suisse;Merck;Otis;PAI Partners;Stallergenes;UGI Corp,Maitre Alexandre Bailly ;Maitre Olivier Chambord ;Maitre Charles Dauthier ;Ms Laetitia De Pelet ;Maitre Xavier Haranger ;Mr Xavier Martin ;Ms Victoria Régis ;Maitre Sabine Smith-Vidal ;Maitre Allison Soilihi ;Maitre Stephen Walters , 01 53 30 43 00,Sabine Smith-Vidal,http://www.morganlewis.com
"Marsigny Gosset Avocats    189, BOULEVARD SAINT-GERMAIN        75007 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/17478.jpg?v=1580315485, Marsigny Gosset Avocats ,,info@marsigny.eu,SNCF;The family of Mr Hongwei Meng;Vice-President of Equatorial Guinea Teodoro Nguema Obiang Mangue;Former French Ministry of Justice Jean-Jacques Urvoas;CARREFOUR, Cyril Gosset ; Louis Guesdon ; Emmanuel Marsigny , 01 53 71 20 00,Emmanuel Marsigny;Cyril Gosset;Louis Guesdon,https://www.marsignygosset.eu
M B A - Moisand Boutin &amp; Associés    4 AVENUE VAN DYCK        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10243.jpg?v=, M B A - Moisand Boutin & Associés ,,info@mba-avocats.com,,, 01 47 66 51 19,Christine Hillig-Poudevigne;Dorothée Traverse;Marie-Eve Chauvière;François Morazin,https://www.mba-avocats.com
Luzi Avocats    27 RUE DUMONT D'URDVILLE        75 116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18221.jpg?v=1580315490, Luzi Avocats ,,oluzi@luzi-avocats.com,Clustree;Consumer Goods Forum;Fédération Française du Bâtiment;Groupe SCR;Immucor France;KPMG;Lagardère Active;Lyreco;Student Factory;Traveldoo;OVH;NRJ GROUP;KPMG;LAGARDERE ACTIVE;GEFCO;SQILLS;TRAVELDOO (Expedia Group);ZETURF / ZEBET;FEDERATION FRANCAISE DU BATIMENT;ORTHOCLINICAL DIAGNOSTICS;LYRECO;AGRICONOMIE;CGF (Consumer Goods Forum);CLUSTREE;MONBUILDING;STUDENT FACTORY (VINCI);IMMUCOR FRANCE;LEGALLAIS;EVENTEAM;KP1;ALBATROSS – CUSTOMER CX GROUP;Groupe SCR,Mrs Olivia Luzi, 33 1 86 95 19 80,Olivia Luzi;Olivia Luzi,http://www.luzi-avocats.com
"Lusis Avocats    31, 33 Rue de Mogador        75009 Paris                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/232932.jpg?v=, Lusis Avocats ,,contact@lusis-avocats.com,,, +33 (0) 178 90 34 34,,https://www.lusis-avocats.com/
Peltier Juvigny Marpeau &amp; Associés    49 AVENUE DE L’OPÉRA        75002 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16535.jpg?v=1580315477, Peltier Juvigny Marpeau & Associés ,,contact@pjmassocies.com,"Casino;Bolloré;Vinci;Vivendi;Groupe Canal Plus;BNP Paribas;Servier;Merial;Advent;Engie;Searchlight Capital Partners;Naxicap Partners;Baring Private Equity Asia;BTSG;Intermediate Capital Group (ICG);Apax Partners;Wendel;Newfund Capital;Milleis Bank;TCI;Intermediate Capital Group (ICG);Altamir;BPIfrance and European Investment Fund;Deloitte;CIC and Crédit Mutuel Insurance Group;Barclays Bank Plc;Milleis Bank;BPCE;SELAFA M.J.A.;SELARL FIDES;SELAS MJS Partners;SCP BTSG²;Mr. Bernard Gnecchi;Mr. Edouard Hubsch and related entities (MFG, LOLA CREATION …);Polycor Inc.;ToysRus;Beate Uhse Group;Stanbridge;CRÉDIT AGRICOLE MUTUEL CHARENTE MARITIME DEUX SÈVRES;BNP Paribas;GIE CARDIF;BMW France;BMW Finance;Banco Santander;Arval;Santander Consumer;VTG;Altarea Cogedim;Agrial;Impala;Indigo New;Casino;Altran Technologies;Compagnie des Alpes;HSBC;Bridgestone Europe;Apax Partners", Aurélie Fournier ; Benoit Marpeau ; Nicolas Partouche ; Frédéric Peltier; Thibault Reymond ; Ning-Ly Seng ; Olivier de Juvigny , 33 1 42 25 78 78,Olivier de Juvigny;Thibault Reymond;Ning-Ly Seng;Frédéric Peltier;Frédéric Peltier;Nicolas Partouche;Aurélie Fournier;Benoit Marpeau,http://www.pjmassocies.com/
Lmt Avocats    5 RUE BEAUJON        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/20728.jpg?v=1591701747, Lmt Avocats ,,lmt@lmtavocats.com,Laboratoire Bouchara-Recordati;Bayer HealthCare;Novartis SA;Therabel Lucien Pharma;Substipharm;Laboratoire X.O.;Ethypharm;Effik;HDI Global SE;AstraZeneca, Benoît Arnaud ; Joseph Benillouche ; Arnaud Bourdon ; Thierry Cheymol ; Christian Connor ; Gaëlle Dadez ;Mr Emmanuel Fleury; Alexandre Gruber ; Pierre-Yves Guérin ; Nathalie Le Bris ; Antoine Lemétais; Olivier Samyn ; Nathalie Sinavong ; François Veuillot , 01 53 81 53 00,Antoine Lemétais;Olivier Samyn,https://www.lmtavocats.com
"LL Berg    45, RUE DE COURCELLES, 75008 PARIS        75008 PARIS                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14476.jpg?v=, LL Berg ,,paris@ll-berg.com,,Mr Olivier Abergel;Mr Julien Carrascosa ;Mrs Gaëlle Quillivic , 33 1 75 77 42 62,Olivier Abergel,http://www.ll-berg.com
"LEXLOR    48, PASSY STREET        PARIS 75016                France",https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16523.jpg?v=1580315477, LEXLOR ,,info@lexlor.com,,, 33 1422 41685,,http://www.lexlor.com
Le 16 Law    16 RUE DE L'ELYSÉE        PARIS 75008                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/232131.jpg?v=1580315497, Le 16 Law ,,anne-claire.hans@le16law.com,Infineon AG;CEGC;UPS;Autodistribution;Orange;AEW Europe;Axione (subs. of Bouygues Energie Services);Mr. Stanislas Dewynter;Suez Group;Patrizia;Monte Paschi Banque,, +33 1 86 95 57 90,Jean-Luc Larribau;Alexandra Szekely;Samuel Sauphanor;Samuel Sauphanor;Samuel Sauphanor;Julie Spinelli;Jean-Luc Larribau,https://le16law.com/en/home/
Lawways    4 AVENUE HOCHE        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16697.jpg?v=1580315478, Lawways ,,contact@lawways.com,SOFICO;QUANTALYS;ALLO-MEDIA;RAISE PARTNER;FONCIA;MORI HAMADA & MATSUMOTO;APPLAUSE;FORSEE POWER;FINANCO;3D MATRIX;CM-CIC FACTOR, Ségolène Delmas ; Magali Morlani ; Pauline Pasquer ; Hortense Rouvier ; Gilles Rouvier ; Stéphanie Schmitt ; Claire Sevrain ; Yasmine Vivier , 01 43 18 16 50,Gilles Rouvier,http://www.lawways.com
LPA-CGR avocats    136 AVENUE DES CHAMPS-ELYSÉES        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/11627.jpg?v=1580315452, LPA-CGR avocats ,,paris@lpalaw.com,AIR LIQUIDE;ARKEMA;PORTS DE PARIS;BOLLORE;RENAULT;RIO TINTO;SOLVAY;VEOLIA;ENGIE;CROWN;DALKIA;GAS NATURAL FENOSA;Primonial Reim;AVARA PHARMACEUTICAL;Groupe SMA;Michael Kors;Groupe DUC;BNP Paribas Personal Finance;La Française de l’Energie;NEWREST WAGONS LITS France;Moët Hennessy;Comexposium;Iberdrola;Valorem;Valeco;FEE (France Energie Eolienne);Solaire Direct;Kallista;Quadran;RP Global;Tenergie;Res;PRIMONIAL REIM;ACCOR;ELSAN;AG2R LA MONDIALE;GROUPAMA;GINKGO;UFF (AVIVA GROUP);Stam Europe;BARINGS REAL ESTATE;ABERDEEN STANDARD INVESTMENTS;GENERALI REAL ESTATE;DEKA IMMOBILIEN;RAIFFEISEN;UBS;Hermitage;Unibail;Ivanhoé Cambridge;Consortium Iberdrola/Res;Gecina;Dalkia;Fnac/Darty;Cora;ADP (Aéroports de Paris);SNCF Energie;Groupama Immobilier;Fraikin;Unilabs;Agence Nationale de l’Habitat;My Money Bank;CSN Energy;Caisse Nationale des Dépôts et Consignations (CDC);AIG EUROPE;VEOLIA;VEDIF;DALKIA;EIFFAGE ENERGIE;LEONIDAS;AXA CORPORATE SOLUTIONS;African Development Bank/Africa 50;World Bank;Mata Capital;Credit Agricole Corporate and investment banking;Societe Generale;Codic/Nexity;Binary Investments Europe Ltd;Eternam;Barings;Attijariwafa Bank;BCP/Chaabi Bank;Guidance financial;Harbert Fund Advisors;Europe Arab Bank;Natixis;ERAM;FEDERATION DES INDUSTRIES NAUTIQUES;FRANPRIX/LEADER PRICE (GROUPE CASINO);NATIXIS;HISCOX;PRIMONIAL;SFR;SUEZ ENVIRONNEMENT AND GDF SUEZ;SFIL/DEXIA;ENGIE;ODDO;BIBLIOTHEQUE NATIONALE DE FRANCE (BNF);SOCIÉTÉ FONCIÈRE LYONNAISE (SFL);CONSEIL RÉGIONAL DES NOTAIRES DE LA COUR D’APPEL DE PARIS;LINDT & SPRÜNGLI;PIETRASANTA;BUTIN – SEDIC;SIKA;Caisse des dépôts et Consignations (CDC);Brough Superior Motorcycle;EnBW;Calcium Capital;Barings Real Estate;AG2R La Mondiale;Aberdeen Standard Investments;Groupama;Generali Real Estate;IMPACT FIELD;MARKETING GROUP;Calcium Capital;ENECO;URBASOLAR;ENbW;B&M European Value;Retail SA;CAISSE DES DEPOTS;EFFY;ARTEFACT;TAISHO;PHARMACEUTICAL;APM Monaco;NISHI-NIPPON RAILROAD;ARCELORMITTAL;FAST RETAILING;BNF / KONBINI;COMEXPOSIUM,Mr Frédéric Bailly ;Mr Hubert Bazin ;Mr Alexandre Bensoussan ;Mr Romain Berthon ;Mme Martine Blanck-Dap ; Karine Bézille;Mme Prudence Cadio ;Mr Fabrice Cassin ; Frédérique Chaillou;Mr Raphaël Chantelot ;Mme Julie Cittadini ;Mr Xavier Clédat ; Hélène Cloëz; Aurélie Dauger;Mr Alexandre De Konn ;Mme Florence Defradas ;Mme Anne Delorme ;Mr Arnaud Depierrefeu ;Mr Stéphane Erard ;Mme Alexia Eskinazi ; François-Régis Fabre-Falret;Mme Sandra Fernandes ; Alexae Fournier-De-Faÿ; Sidonie Fraîche-Dupeyrat;Mr Betrand Galvez ;Mr Gilles Gassenbach ; Hélène Gelas; Sandra Hundsdörfer;Mr Philippe Jacques ;Mme Sophie Marinier ;Mr Arnaud Molinier ;Mme Silke Nadolni ;Mrs Fanny Nguyen ; Géraldine Piedelièvre;Mr Philippe Raybaud ;Mr Mathieu Selva-Roudon ;Mr Vincent Sol ; Chloé Thiéblemont;Mme Florence Trognon-Dumain ;Mr Nicolas Vanderchmitt ;Mr Romain Viret ;Mme Marie-Laetitia de La Ville-Baugé , 33 1 53 93 30 00,Frédérique Chaillou;Aurélie Dauger;François-Régis Fabre-Falret;Denis Chardigny;Philippe Jacques ;Karine Bézille;Alexandre Bensoussan;Fabrice Cassin;Hélène Gelas;Silke Nadolni;Hélène Cloëz;Fabrice Cassin;Hélène Gelas;Prudence Cadio;Gilles Gassenbach;Arnaud Molinier;Alexia Eskinazi;Alexae Fournier-de Faÿ;Xavier Clédat;Pascaline Déchelette-Tolot;Alexandre de Konn;Prudence Cadio;Sandra Fernandes;Frédéric Bailly,https://www.lpalaw.com
Meridian    27 RUE TAITBOUT        75009 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16980.jpg?v=1580315481, Meridian ,,odelsupexhe@meridian-avocats.com,, Julien Canlorbe ;Mr Olivier Delsupexhe; Xavier Desnos ; Paul-Henri Dubois ; Marie-Christine Le ; Vincent Vilchien , 33 1 85 08 01 60, Olivier Delsupexhe;Xavier Desnos;Julien Canlorbe;Vincent Vilchien;Julien Canlorbe;Vincent Vilchien;Marie-Christine Le,http://www.meridian-avocats.com
Lantourne &amp; Associés    3 RUE CIMAROSA        75116 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/16979.jpg?v=1580315481, Lantourne & Associés ,,aferrez@lantourne.fr,,, 33 1 77 37 94 84,Maurice Lantourne;Flavie Hannoun;Maurice Lantourne;Flavie Hannoun;Maurice Lantourne;Flavie Hannoun,https://www.lantourne.fr
Lacourte Raquin Tatar    36 RUE BEAUJON        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/13797.jpg?v=1580315460, Lacourte Raquin Tatar ,,contact@lacourte.com,Woodeum;Amundi;Hines France;Oxford Properties;BNP Paribas;Groupe Lagardère;The Student Hotel;Groupama Immobilier;Poste Immo;Racing Arena;Gecina;Tikehau IM;Aermont Capital LLP;LaSalle Investment Management;JP Morgan AM;Unibail-Rodamco Westfield;Westbrook;Immochan;ARDIAN;Novaxia;Angelo Gordon;Tivoli Capital;Unibail Rodamco Westfield;Barclays France / Milleis;Wiji;Russell Investments;LaSalle Investment Management;Mandarine Gestion;Naxicap Partners;Tikehau Capital Advisors;Hines;Poste Immo;Gecina;SFL;Carrefour Property;Immochan/Ceetrus;Unibail;Allianz Real Estate;LaSalle Investment Management;Heineken;General Mills;Total;Tikehau;Amundi Immobilier;Ceetrus;BPI France;BNP Paribas;Vinci Immobilier;SNCF;Altarea Cogedim;Oddo BHF;Groupe CASTEL;MCS & Associés;Orange;Unibail-Rodamco-Westfield;Korian;Frey;Aermont;Tikehau Capital Advisors;Naxicap Partners;Mandarine Gestion;Russell Investment;LaSalle Investment Management;Vinci Immobilier;Allianz Group;Poste Immo (La Poste Group);Axa;Unibail-Rodamco-Westfield;Ivanhoé Cambridge;JP Morgan Asset Management;SFL;Aermont Capital LLP;Lasalle Investment Management;Viparis;MCS & Associés;Blackrock;Immobel;Quartus, Damien Luqué , 01 58 54 40 00,Jean-Jacques Raquin;Damien Luqué;Vincent Guinot;Serge Tatar;Damien Luqué;Émilie Capron;Jean-Yves Charriau,https://www.lacourte.com
King &amp; Spalding LLP    12 COURS ALBERT 1ER        75008 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/50539.jpg?v=1580315525, King & Spalding LLP ,,kingspalding@kslaw.com,"EXIDE;Recylex;Saint-Gobain;Veolia;Veolia;Union Fenosa Gas;Government of Turkey;Doosan Heavy Industries & Construction Ltd.;Air Canada;Trinh Vinh Binh;Minera Aratiri;Emirates International Investment Company LLC;Société des Parcs d’Alger;Cavalum SGPS, S.A.;KS Invest GmbH & TLS Invest GmbH;Cube Infrastructure Fund SICAV;Demeter Partners;ESPF Beteiligungs GmbH et al.;Tauber Solar;DeutschSolargesellschaft;VC Holding II S.a.r.l. et al;CIC GmbH;Enernovum GmbH;SunReserve Luxco Holdings S.a.r.l. et al.;CEF Energia B.V.;Foresight Luxembourg;FREIF Eurowind Holdings Ltd.;9Ren Holdings;Greentech Energy Systems;Obrascon Huarte Lain S.A.;DCM;Edisun Power;Hannover Leasing;Triodos Renewable Europe;LSG Building Solutions GmbH;Green Source Consulting GmbH;Samsung;Core Value Investments GmbH;Pressburg UK GmbH;ACF Renewable Energy Ltd.;European Solar Farms A/S;Sapec S.A.;Chevron;Dea Erdoel AG – formerly RWE Dea;Dragon Oil;Endesa Energia;General Electric;Maersk Oil;Anadarko;Snc Lavalin;Vermilion Energy;Maurel & Prom;CNP Assurances;La Française Real Estate Partners;AEW;M&G Real Estate;Segro Plc;WeWork;Deka Immobilien GmbH;Diderot Real Estate;Novaxia;Banque Mirabaud;Vermilion;Maurel & Prom;Université Paris 2 Panthéon-Assas;Mirabaud Bank;Smart Me Up SAS;SFPI Group;M&G Real Estate;Photo-Me International Plc;Dragon Oil;Dea Erdoel AG;Dea;British American Tobacco;Chevron;Baker Hughes GE;GE (Transportation);GE Power;Welltec;OMV;CNPCIA;Ronessan;Bloom/ EIIC;OMV", Guillaume Aubatier; Mehdi Haroun; Joëlle Herschtel ; Ruxandra Lazar, 33 1 73 00 39 00,Joëlle Herschtel-Jornod;James Castello;Mehdi Haroun;Guillaume Aubatier;Ruxandra Lazar;Aurélia de Viry;Mehdi Haroun;Mehdi Haroun;Mehdi Haroun,https://www.kslaw.com
Karman Associés    11 AVENUE DELCASSÉ                    75008    France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/18147.jpg?v=1601031095, Karman Associés ,,g.guery@karman-associes.com,MANPOWER;LOUVRE HOTELS;REXEL;ORANGE;EIFFAGE;ESSILOR;TUI;ILIAD (FREE);HERTZ;SOCIÉTÉ GÉNÉRALE;NEXTER;CONSEIL SUPÉRIEUR DU NOTARIAT, François Brocard ; Romain Chiss; Florence Froment-Meurice; Erwan Jaglin; Carine Rohou-Borsello , 33 1 56 89 92 22,Romain Chiss;Florence Froment-Meurice;Erwan Jaglin,https://www.karman-associes.com/
IXAS Conseil    15 RUE EMILE ZOLA        69 002 LYON                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14370.jpg?v=1580315463, IXAS Conseil ,,martin.schmidt@ixas-conseil.com,, Vanessa Darbouret ; Isabelle Daviot ; Martin Schmidt ; Jean-Philippe Schouller , 33 4 78 37 75 16,,http://www.ixas-conseil.com
Jeantet    11 RUE GALILÉE        75116 Paris                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/10291.jpg?v=1580315447, Jeantet ,,info@jeantet.fr,Société Générale;Société Générale de Banque au Liban;GOVERNMENT OF GUINEA;INNERGEX INC;AFRICAN LEGAL SUPPORT FACILITY;ENBRIDGE INC;EB Sustainable Investments Luxembourg;ENI GAS & POWER France;FNAC;PROFILE PHARMA;ACTION LOGEMENT;VALUE RETAIL;ELITE MODEL MANAGEMENT;LAGARDERE TRAVEL RETAIL;LVMH;ZIEGLER;TRANSDEV ILE DE FRANCE;TRAINLINE;CASTORAMA;Keren Finance;ENI;BRASSERIE DE TAHITI;LACTALIS;BRANDT;PELLEGRIN;VEOLIA;DESCOURS ET CABAUD;PLASTIC OMNIUM;COLAS/AXIMUM;NICOT;Intrasense;NSSMC;Archos;Radiall;Groupe Open;Prologue;L1 Capital;Yorkville Advisors;Advini;O2i;M2i;Cogelec;Alpha Blue Ocean;EO2;GLOBAL BIOENERGIES;NEGMA GROUP;MAROC TELECOM;GROUPE SOCOMORE;SPOTIFY;CRH;LSC COMMUNICATIONS;VALUE RETAIL;SWISS LIFE AM;EUROPCAR;SOCIETE GENERALE DE BANK AU LIBAN;(BPCE);TRIMET ALUMINIUM;GEA Group;FONDATION ASSET MANAGEMENT;SWDEN AB;LIMAGRAIN;FORMEL D;MIDSONA;INTERDIGITAL;ARDIAN;DEUTSCHE BETEILIGUNGS AG;ORANO (Former AREVA);GENES DIFFUSION;DCC ENERGY LTD;BPCE;INNERGEX ENERGIE RENOUVLABLE;SYSTEME U;VALEO;DONNELLEY FINANCIAL SOLUTIONS;NIPPON STEEL SUMITOMO METAL CORPORATION (NSSMC);SECTOR ALAM;VOESTALPINE AG;COMPAGNIE DES ALPES;GROUPE INDUSTRIEL MARCEL DASSAULT;MIGROS;CEWE;AB-INBEV;AMPLIFON;LA FRANCAISE REAL ESTATE MANAGERS;Société des Centres Commerciaux (SCC) / LSGI;TAT;LBO France;Interdigital;La Française AM;Groupe Socomore;Metropolitan Filmexport;Donnelley Financial;Société Générale de Banque au Liban (SGBL);Hoist Group France;AIR LIQUIDE INTERNATIONAL;VICAT, Jean-François Adelle ; Thierry Brun ; Loraine Donnedieu De Vabres-Tranié;Mr Cyril Deniaud ; Yvon Dréano; Jean-Guillaume Follorou ; Karl Hepp de Sevelinges ; Christophe Jacomin ;Mrs Ioana Knoll-Tudor ; David Lasfargue ;Mr Thierry Lauriol ; Patrice Lefèvre-Péaron ;Mr Philippe Malléa ; Nicolas Mancret ;Mr Frank Martin Laprade ;Mr Philippe Matignon ; Vincent Netter ; Thomas Picot ; Philippe Portier; Florent Prunet ; Catherine Saint Geniest ; Martine Samuelian ; Frédéric Sardain ;Mrs Anne Toupenay-Schueller ; Jacques-Henry de Bourmont , 01 45 05 80 08,Martine Samuelian;Thierry Lauriol;Julia Bombardier;Loraine Donnedieu de Vabres-Tranié;Xavier Pernot;Loraine Donnedieu de Vabres-Tranié;Martine Samuelian;Frank Martin Laprade;Loraine Donnedieu de Vabres-Tranié;Frank Martin Laprade;Cyril Deniaud;Karl Hepp de Sevelinges;Yvon Dreano;Thierry Brun;Philippe Portie;Catherine Saint-Geniest;Patrice Lefèvre-Péaron;Jean-Guillaume Follorou;Thierry Lauriol;Ioana Knoll-Tudor;Xavier Pernot,https://www.jeantet.fr
ITLAW Avocats    281 RUE DE VAUGIRARD        75015 PARIS                France,https://www.legal500.com/wp-content/uploads/assets/client/firm_logo/14576.jpg?v=1580315464, ITLAW Avocats ,,claudia.weber@itlaw.fr,Assemblée Nationale;Vinci Energies SI;Diebold Nixdorf;USF,Mrs Marie Bernardeschi ;Mrs Lamia El Fath ;Mrs Marine Hardy ; Jean-Christophe Ienné;Mrs Odile Jami-Caston ;Mr Arthur Poirier ;Mr Mathieu Vincens ;Mrs Pauline Vital ;Me Claudia WEBER , 01 83 62 61 75,Claudia Weber;Jean-Christophe Ienné,https://www.itlaw.fr
